"Mineral Name","RRUFF Chemistry (plain)","Database ID","Country of Type Locality"
"Siwaqaite","Ca6Al2(Cr6+O4)3(OH)12·26H2O","6873","Jordan"
"Skaergaardite","CuPd","5250","Denmark (Greenland)"
"Skinnerite","Cu3Sb3+S2-3","4106","Denmark (Greenland)"
"Skippenite","Bi3+2Se2-2Te2-","4107","Canada"
"Sklodowskite","Mg(U6+O2)2(SiO3OH)2·6H2O","4108","Democratic Republic of the Congo"
"Skorpionite","Ca3Zn2+2(PO4)2CO3(OH)2·H2O","5314","Namibia"
"Skutterudite","Co3+As3","4109","Norway"
"Slavíkite","(H3O)1+3Mg6Fe3+15(S6+O4)21(OH)18·98H2O","4110","Czech Republic"
"Slavkovite","Cu2+13(As5+O4)6(As5+O3OH)4·23H2O","5605","Czech Republic"
"Slawsonite","SrAl2Si2O8","4111","USA"
"Šlikite","Zn2+2Mg(CO3)2(OH)2·4H2O","6852","Czech Republic"
"Sluzhenikinite","Pd15(Sb7-xSnx); 3 ≤ x ≤ 4","7104","Russia"
"Slyudyankaite","Na28Ca4(Si24Al24O96)(S6+O4)6(S6)1/3(CO2)·2H2O","7188","Russia"
"Smamite","Ca2Sb5+(OH)4[H(As5+O4)2]·6H2O","6892","France"
"Smirnite","Bi3+2Te4+O5","4112","Armenia"
"Smirnovskite","(Th4+,Ca)PO4·nH2O","5480","Russia"
"Smithite","Ag1+As3+S2-2","4113","Switzerland"
"Smithsonite","Zn2+CO3","4114","United Kingdom"
"Smolyaninovite","Co2+3Fe3+2(As5+O4)4·11H2O","4115","Russia"
"Smrkovecite","Bi3+2O(OH)PO4","4116","Czech Republic"
"Smythite","(Fe,Ni)3-3.3S4","4117","USA"
"Sobolevite","Na6(Na2Ca)(NaCaMn2+)Na2Ti4+2Na2(Ti4+Mn2+)(Si2O7)2(PO4)4O2(OF)F2","4118","Russia"
"Sobolevskite","PdBi","4119","Russia"
"Sodalite","Na4Si3Al3O12Cl","4121","Denmark (Greenland)"
"Soddyite","(U6+O2)2SiO4·2H2O","4122","Democratic Republic of the Congo"
"Sofiite","Zn2+2(Se4+O3)Cl2","4143","Russia"
"Sogdianite","KZr4+2(Li3Si12)O30","4137","Tajikistan"
"Söhngeite","Ga(OH)3","4138","Namibia"
"Sokolovaite","CsLi2AlSi4O10F2","5272","Tajikistan"
"Solongoite","Ca2B3O4(OH)4Cl","4139","Russia"
"Somersetite","Pb2+8O(OH)4(CO3)5","6664","United Kingdom"
"Sonolite","Mn2+9(SiO4)4(OH)2","4140","Japan"
"Sonoraite","Fe3+Te4+O3(OH)·H2O","4141","Mexico"
"Sopcheite","Ag4Pd3Te4","4142","Russia"
"Sorbyite","Cu1+Pb2+9(Sb3+,As3+)11S2-26","4144","Canada"
"Sørensenite","Na4Be2Sn4+(Si3O9)2·2H2O","4145","Denmark (Greenland)"
"Sorosite","Cu1.1-1.2(Sn,Sb)","4146","Russia"
"Sosedkoite","K5Al2Ta22O60","4147","Russia"
"Součekite","Cu1+Pb2+Bi3+S2-3","4148","Czech Republic"
"Souzalite","Mg3Al4(PO4)4(OH)6·2H2O","4149","Brazil"
"Spadaite","MgSiO2(OH)2·H2O","5106","Italy"
"Spaltiite","Tl1+2Cu1+2As3+2S2-5","6305","Switzerland"
"Spangolite","Cu2+6AlS6+O4(OH)12Cl·3H2O","4150","USA"
"Spencerite","Zn2+4(PO4)2(OH)2·3H2O","4151","Canada"
"Sperrylite","PtAs2","4152","USA"
"Spertiniite","Cu2+(OH)2","4153","Canada"
"Spessartine","Mn2+3Al2(SiO4)3","4154","Germany"
"Sphaerobertrandite","Be3SiO4(OH)2","4155","Russia / Norway"
"Sphaerobismoite","Bi3+2O3","4156","Germany"
"Sphalerite","Zn2+S2-","4158","unknown"
"Spheniscidite","(N3-H4)Fe3+2(PO4)2(OH)·2H2O","4159","Antarctica"
"Spherocobaltite","Co2+CO3","4157","Germany"
"Spinel","MgAl2O4","4160","unknown"
"Spionkopite","Cu1.32S","4161","Canada"
"Spiridonovite","(Cu1+1-xAg1+x)2Te2-, (x≈0.4)","6824","USA"
"Spiroffite","Mn2+2Te4+3O8","4162","Mexico"
"Spodumene","LiAlSi2O6","4164","Sweden"
"Spriggite","Pb2+3(U6+O2)6O8(OH)2·3H2O","5168","Australia"
"Springcreekite","BaV3+3(PO4)(PO3OH)(OH)6","4165","Australia"
"Spryite","Ag1+8(As3+0.5As5+0.5)S2-6","6514","Peru"
"Spurrite","Ca5(SiO4)2(CO3)","4166","Mexico"
"Srebrodolskite","Ca2Fe3+2O5","4167","Russia"
"Šreinite","Pb2+(U6+O2)4(Bi3+O)3(PO4)2(OH)7·4H2O","5581","Czech Republic"
"Srilankite","Ti4+2Zr4+O6","4168","Sri Lanka"
"Stalderite","Cu1+Zn2+2Tl1+As3+2S2-6","4169","Switzerland"
"Staněkite","Fe3+Mn2+O(PO4)","4170","Namibia / France"
"Stanfieldite","Ca4Mg5(PO4)6","4171","USA"
"Stangersite","Sn2+Ge4+S2-3","6986","Czech Republic"
"Stanleyite","V4+O(S6+O4)·6H2O","5107","Peru"
"Stannite","Cu1+2Fe2+Sn4+S2-4","4172","United Kingdom"
"Stannoidite","Cu1+8Fe3+2(Fe2+,Zn2+)Sn4+2S2-12","4173","Japan"
"Stannopalladinite","Pd3Sn2","5108","Russia"
"Starkeyite","MgS6+O4·4H2O","4175","USA"
"Staročeskéite","Ag1+0.70Pb2+1.60(Bi3+1.35Sb3+1.35)S2-6","6628","Czech Republic"
"Starovaite","KCu2+5O(V5+O4)3","6028","Russia"
"Staurolite","Fe2+2Al9Si4O23(OH)","4176","unknown"
"Stavelotite-(La)","La3Mn2+3Cu2+(Mn3+,Fe3+,Mn4+)26(Si2O7)6O30","5274","Belgium"
"Steacyite","K0.3(Na,Ca)2Th4+Si8O20","4177","Canada"
"Steedeite","NaMn2+2[Si3BO9](OH)2","5878","Canada"
"Steenstrupine-(Ce)","Na14Ce3+6Mn2+Mn3+Fe3+2Zr4+(PO4)7Si12O36(OH)2·3H2O","4178","Denmark (Greenland)"
"Stefanweissite","(Ca,REE)2Zr4+2(Nb5+,Ti4+)(Ti4+,Nb5+)2Fe2+O14","6765","Germany"
"Steigerite","AlV5+O4·3H2O","4179","USA"
"Steinhardtite","Al","6314","Russia (meteorite)"
"Steinmetzite","Zn2+2Fe3+(PO4)2(OH)·3H2O","6480","Germany"
"Steklite","KAl(S6+O4)2","5968","Russia"
"Stellerite","Ca4(Si28Al8)O72·28H2O","4180","Russia"
"Stenhuggarite","CaFe3+Sb3+As3+2O7","4181","Sweden"
"Stenonite","Sr2Al(CO3)F5","4182","Denmark (Greenland)"
"Stepanovite","NaMgFe3+((C2)6+O4)3·9H2O","4183","Russia"
"Stephanite","Ag1+5Sb3+S2-4","4184","Germany"
"Štěpite","U4+(As5+O3OH)2·4H2O","6062","Czech Republic"
"Stercorite","(N3-H4)Na(PO3OH)·4H2O","4185","Namibia"
"Stergiouite","CaZn2+2(As5+O4)2·4H2O","6858","Greece"
"Sterlinghillite","Mn2+3(As5+O4)2·3H2O","4186","USA"
"Sternbergite","Ag1+Fe2+Fe3+S2-3","4187","Czech Republic"
"Steropesite","Tl1+3Bi3+Cl6","5673","Italy"
"Sterryite","Cu1+(Ag1+,Cu1+)3Pb2+19(Sb3+,As3+)22(As2)4+S2-56","4188","Canada"
"Stetefeldtite","Ag2+2Sb5+2(O,OH)7","4189","USA"
"Stetindite-(Ce)","Ce4+SiO4","5695","Norway"
"Steudelite","Na3(K17Ca7)Ca4(Al24Si24O96)(SO3)6F6·4H2O","7123","Itay"
"Stevensite","(Ca,Na)xMg3-ySi4O10(OH)2","4190","USA"
"Steverustite","Pb2+5Cu1+(S6+O3S2-)3(OH)5·2H2O","5680","United Kingdom"
"Stewartite","Mn2+Fe3+2(PO4)2(OH)2·8H2O","4191","USA"
"Stibarsen","SbAs","4192","Sweden"
"Stibiconite","Sb3+Sb5+2O6(OH)","4193","Germany"
"Stibioclaudetite","As3+Sb3+O3","5596","Namibia"
"Stibiocolumbite","Sb3+Nb5+O4","4195","USA"
"Stibiocolusite","Cu1+12Cu2+V3+(Sb5+,Sn4+,As5+)3S2-16","4196","Uzbekistan / Bulgaria"
"Stibiogoldfieldite","Cu1+6Cu1+6(Sb3+2Te4+2)S2-13","7117","USA"
"Stibiopalladinite","Pd5Sb2","4198","South Africa"
"Stibiotantalite","Sb3+Ta5+O4","4199","Australia"
"Stibioústalečite","Cu1+6Cu1+6(Sb3+2Te4+2)Se2-13","7179","Czech Republic"
"Stibivanite","Sb3+2V4+O5","4200","Canada"
"Stibnite","Sb3+2S2-3","4201","unknown"
"Stichtite","Mg6Cr3+2CO3(OH)16·4H2O","4202","Australia"
"Stilbite-Ca","NaCa4(Si27Al9)O72·28H2O","4203","Iceland / Germany / France / Norway"
"Stilbite-Na","Na9(Si27Al9)O72·28H2O","4204","Italy"
"Stilleite","Zn2+Se2-","4205","Democratic Republic of the Congo"
"Stillwaterite","Pd8As3","4206","USA"
"Stillwellite-(Ce)","CeBSiO5","4207","Australia"
"Stilpnomelane","(K,Ca,Na)(Fe2+,Mg,Al,Fe3+)8(Si,Al)12(O,OH)36·nH2O","4208","Poland / Czech Republic"
"Stishovite","SiO2","4209","USA"
"Stistaite","SnSb","4210","Uzbekistan"
"Stöfflerite","CaAl2Si2O8","6694","Morocco (meteorite)"
"Stoiberite","Cu2+5O2(V5+O4)2","4211","El Salvador"
"Stokesite","CaSn4+Si3O9·2H2O","4212","United Kingdom"
"Stolperite","AlCu","6559","Russia (meteorite)"
"Stolzite","Pb2+W6+O4","4213","Czech Republic / Germany"
"Stoppaniite","Fe3+2Be3Si6O18·H2O","4214","Italy"
"Stottite","Fe2+Ge4+(OH)6","4215","Namibia"
"Stracherite","BaCa6(SiO4)2[(PO4)(CO3)]F","6625","Israel"
"Straczekite","(Ca,K,Ba)V4+2V5+6O20·3H2O","4216","USA"
"Strakhovite","NaBa3(Mn2+,Mn3+)4[Si4O10(OH)2][Si2O7]O2·(F,OH)·H2O","4217","Russia"
"Stranskiite","Cu2+Zn2+2(As5+O4)2","4218","Namibia"
"Strashimirite","Cu2+4(As5+O4)2(OH)2·2.5H2O","4219","Bulgaria"
"Straßmannite","Al(U6+O2)(S6+O4)2F·16H2O","6714","USA"
"Strätlingite","Ca2Al(Si,Al)2O2(OH)10·2.25H2O","4220","Germany"
"Strelkinite","Na2(U6+O2)2(V5+O4)2·6H2O","4221","Kazakhstan"
"Strengite","Fe3+PO4·2H2O","4222","Germany"
"Stringhamite","CaCu2+SiO4·H2O","4223","USA"
"Stromeyerite","Cu1+Ag1+S2-","4224","Czech Republic"
"Stronadelphite","Sr5(PO4)3F","5668","Russia"
"Stronalsite","Na2SrAl4Si4O16","4225","Japan"
"Strontianite","SrCO3","4226","United Kingdom"
"Strontioborite","Sr[B8O11(OH)4]","4228","Kazakhstan"
"Strontiochevkinite","(Sr,Ce3+,La3+)4Fe2+(Ti4+,Zr4+)4O8(Si2O7)2","4229","Paraguay"
"Strontiodresserite","SrAl2(CO3)2(OH)4·H2O","4230","Canada"
"Strontiofluorite","SrF2","5743","Russia"
"Strontioginorite","SrCaB14O20(OH)6·5H2O","4231","Germany"
"Strontiohurlbutite","SrBe2(PO4)2","6090","China"
"Strontiojoaquinite","(Na,Fe2+)2Ba2Sr2Ti4+2(SiO3)8(O,OH)2·H2O","4232","USA"
"Strontiomelane","Sr(Mn4+6Mn3+2)O16","4233","Italy"
"Strontio-orthojoaquinite","NaSr4Fe3+Ti4+2Si8O24(OH)4","4227","Japan"
"Strontioperloffite","SrMn2+2Fe3+2(PO4)3(OH)3","6430","Australia"
"Strontiopharmacosiderite","Sr0.5Fe3+4[(As5+O4)3(OH)4]·4H2O","6261","Switzerland"
"Strontioruizite","Sr2Mn3+2Si4O11(OH)4·2H2O","6658","South Africa"
"Strontiowhitlockite","Sr9Mg(PO4)6(PO3OH)","4235","Russia"
"Strunzite","Mn2+Fe3+2(PO4)2(OH)2·6H2O","4237","Germany"
"Struvite","(N3-H4)MgPO4·6H2O","4239","Germany"
"Struvite-(K)","KMgPO4·6H2O","5249","Switzerland / Austria"
"Studenitsite","NaCa2B9O14(OH)4·2H2O","4240","Serbia"
"Studtite","(U6+O2)(O2)2-(H2O)2·2H2O","4241","Democratic Republic of the Congo"
"Stumpflite","PtSb","4242","South Africa"
"Sturmanite","Ca6Fe3+2(S6+O4)2.5[B(OH)4](OH)12·25H2O","4243","South Africa"
"Stützite","Ag4.64-4.76Te3","4244","Romania"
"Suanite","Mg2B2O5","4245","North Korea"
"Sudburyite","PdSb","4246","Canada"
"Sudoite","Mg2Al3(Si3Al)O10(OH)8","4247","Germany"
"Sudovikovite","PtSe2","4248","Russia"
"Suenoite","[box]Mn2+2Mg5Si8O22(OH)2","6960","Italy"
"Suessite","Fe3Si","4249","Australia (meteorite)"
"Sugakiite","Cu(Fe,Ni)8S8","5546","Japan"
"Sugilite","KNa2Fe3+2(Li3Si12)O30","4250","Japan"
"Suhailite","(N3-H4)Fe2+3(Si3Al)O10(OH)2","5642","Spain"
"Sulfatoredmondite","[Pb2+8O2Zn2+(OH)6](S6+O4)4·6H2O","7195","USA"
"Sulfhydrylbystrite","Na5K2Ca[Al6Si6O24](S5)2-(SH)1-","6416","Russia"
"Sulfoborite","Mg3[B(OH)4]2(S6+O4)(OH,F)2","4251","Germany"
"Sulphohalite","Na6(S6+O4)2ClF","4253","USA"
"Sulphotsumoite","Bi3Te2S","4254","Russia"
"Sulphur","S","4252","unknown"
"Sulphur-β","S","5484","Italy"
"Sulvanite","Cu2+3V3+S2-4","4255","Australia"
"Sundiusite","Pb2+10(S6+O4)O8Cl2","4256","Sweden"
"Suolunite","Ca2Si2O5(OH)2·H2O","4257","China"
"Suredaite","Pb2+Sn4+S2-3","4258","Argentina"
"Surinamite","Mg3Al3O[Si3BeAlO15]","4259","Suriname"
"Surite","(Pb2+,Ca)3Al2(Si,Al)4O10(CO3)2(OH)3·0.3H2O","4260","Argentina"
"Sursassite","Mn2+2Al3(SiO4)(Si2O7)(OH)3","4261","Switzerland"
"Susannite","Pb2+4(S6+O4)(CO3)2(OH)2","4262","United Kingdom"
"Suseinargiuite","(Na0.5Bi3+0.5)Mo6+O4","6387","Italy"
"Sussexite","Mn2+BO2(OH)","4263","USA"
"Suzukiite","BaV4+Si2O7","4264","Japan"
"Svabite","Ca5(As5+O4)3F","4265","Sweden"
"Svanbergite","SrAl3(S6+O4)(PO4)(OH)6","4266","Sweden"
"Sveinbergeite","(H2O)2[Ca(H2O)](Fe2+6Fe3+)Ti4+2(Si4O12)2O2(OH)4[OH(H2O)]","5861","Norway"
"Sveite","KAl7(N5+O3)4(OH)16Cl2·8H2O","4267","Venezuela"
"Švenekite","Ca(As5+O2(OH)2)2","4268","Czech Republic"
"Sverigeite","NaBe2Mn2+2Sn4+Si3O12(OH)","4269","Sweden"
"Svetlanaite","SnSe","7028","Russia"
"Svornostite","K2Mg(U6+O2)2(S6+O4)4·8H2O","6376","Czech Republic"
"Svyatoslavite","CaAl2Si2O8","4270","Russia"
"Svyazhinite","MgAl(S6+O4)2F·14H2O","4271","Russia"
"Swaknoite","(N3-H4)2Ca(PO3OH)2·H2O","4272","Namibia"
"Swamboite-(Nd)","Nd3+0.333[(U6+O2)(SiO3OH)](H2O)~2.5","4273","Democratic Republic of the Congo"
"Swartzite","CaMg(U6+O2)(CO3)3·12H2O","4274","USA"
"Swedenborgite","NaBe4Sb5+O7","4275","Sweden"
"Sweetite","Zn2+(OH)2","4276","United Kingdom"
"Swinefordite","Ca0.2(Li,Al,Mg,Fe3+,Fe2+)3(Si,Al)4O10(OH,F)2·nH2O","4277","USA"
"Switzerite","Mn2+3(PO4)2·7H2O","4278","USA"
"Sylvanite","AgAuTe4","4279","Romania"
"Sylvite","KCl","4280","Italy"
"Symesite","Pb2+10S6+O4O7Cl4·H2O","4281","United Kingdom"
"Symplesite","Fe2+3(As5+O4)2·8H2O","4282","Germany"
"Synadelphite","Mn2+9(As3+O3)(As5+O4)2(OH)9·2H2O","5126","Sweden"
"Synchysite-(Ce)","CaCe(CO3)2F","4283","Denmark (Greenland)"
"Synchysite-(Nd)","CaNd(CO3)2F","4284","Serbia"
"Synchysite-(Y)","CaY(CO3)2F","4285","USA"
"Syngenite","K2Ca(S6+O4)2·H2O","4286","Ukraine"
"Szaibélyite","MgBO2(OH)","4287","Romania"
"Szenicsite","Cu2+3Mo6+O4(OH)4","4288","Chile"
"Szklaryite","[box]Al6BAs3+3O15","6124","Poland"
"Szmikite","Mn2+S6+O4·H2O","4289","Romania"
"Szomolnokite","Fe2+S6+O4·H2O","4290","Slovakia"
"Szymańskiite","Hg1+16Ni2+6(C4+O3)12(OH)12(H3O)8·3H2O","4291","USA"
"Tacharanite","Ca12Al2Si18O33(OH)36","4292","United Kingdom"
"Tachyhydrite","CaMg2Cl6·12H2O","4293","Germany"
"Tadzhikite-(Ce)","Ca4Ce3+2Ti4+[box](B4Si4O22)(OH)2","4294","Tajikistan"
"Taenite","(Fe,Ni)","4296","New Zealand ?"
"Taikanite","BaSr2Mn3+2O2(Si4O12)","4297","Russia"
"Taimyrite-I","(Pd,Cu,Pt)3Sn","4298","Russia"
"Tainiolite","KLiMg2Si4O10F2","4299","Denmark (Greenland)"
"Taipingite-(Ce)","(Ce3+7Ca2)Mg(SiO4)3[SiO3(OH)]4F3","6906","China"
"Takanawaite-(Y)","Y3+Ta5+O4","6044","Japan"
"Takanelite","(Mn2+,Ca)2xMn4+1-xO2·0.7H2O","4300","Japan"
"Takedaite","Ca3B2O6","4301","Japan"
"Takéuchiite","Mg2Mn3+O2BO3","4302","Sweden"
"Takovite","Ni2+6Al2C4+O3(OH)16·4H2O","4303","Serbia"
"Talc","Mg3Si4O10(OH)2","4304","unknown"
"Talmessite","Ca2Mg(As5+O4)2·2H2O","4305","Iran"
"Talnakhite","Cu9Fe8S16","4306","Russia"
"Tamaite","(Ca,K,Na)xMn2+6(Si,Al)10O24(OH)4·nH2O (x = 1-2; n = 7-11)","4307","Japan"
"Tamarugite","NaAl(S6+O4)2·6H2O","4308","Chile"
"Tamboite","Fe3+3(OH)(H2O)2(S6+O4)(Te4+O3)3(Te4+O(OH)2)(H2O)3","6586","Chile"
"Tamuraite","Ir5Fe10S16","7112","Russia"
"Tancaite-(Ce)","Fe3+Ce3+(Mo6+O4)3·3H2O","5827","Italy"
"Tancoite","LiNa2Al(PO4)(PO3OH)(OH)","4309","Canada"
"Taneyamalite","(Na,Ca)Mn2+12(Si,Al)12(O,OH)44","4310","Japan"
"Tangdanite","Ca2Cu2+9(As5+O4)4(S6+O4)0.5(OH)9·9H2O","6042","China"
"Tangeite","CaCu2+V5+O4(OH)","4311","Turkmenistan"
"Taniajacoite","SrCaMn3+2Si4O11(OH)4·2H2O","6383","South Africa"
"Tanohataite","LiMn2+2Si3O8(OH)","5622","Japan"
"Tantalaeschynite-(Y)","Y3+(Ta5+,Ti4+,Nb5+)2O6","4312","Brazil"
"Tantalcarbide","TaC","4313","Russia"
"Tantalite-(Fe)","Fe2+Ta5+2O6","1914","USA"
"Tantalite-(Mg)","MgTa5+2O6","5045","Russia"
"Tantalite-(Mn)","Mn2+Ta5+2O6","3014","Sweden"
"Tantalowodginite","(Mn2+,[box])Ta5+Ta5+2O8","6719","USA"
"Tanteuxenite-(Y)","Y3+(Ta5+,Nb5+,Ti4+)2(O,OH)6","4314","Australia"
"Tantite","Ta2O5","4315","Russia"
"Tapiaite","Ca5Al2(As5+O4)4(OH)4·12H2O","6327","Chile"
"Tapiolite-(Fe)","Fe2+Ta5+2O6","1915","Finland"
"Tapiolite-(Mn)","Mn2+Ta5+2O6","3015","Finland"
"Taramellite","Ba4(Fe3+,Ti4+)4O2[B2Si8O27]Cl0-1","4316","Italy"
"Taramite","Na(NaCa)(Mg3Al2)(Si6Al2)O22(OH)2","4317","Norway"
"Taranakite","K3Al5(PO3OH)6(PO4)2·18H2O","4318","New Zealand"
"Tarapacáite","K2Cr6+O4","4319","Chile"
"Tarbagataite","(K[box])CaFe2+7Ti4+2(Si4O12)2O2(OH)5","5877","Kazakhstan"
"Tarbuttite","Zn2+2(PO4)(OH)","4320","Zambia"
"Tarkianite","(Cu,Fe)(Re,Mo)4S8","5220","Finland"
"Taseqite","Na12Sr3Ca6Fe2+3Zr4+3Nb5+Si25O73(O,OH,H2O)3Cl2","4321","Denmark (Greenland)"
"Tashelgite","CaMgFe2+Al9O16(OH)","5846","Russia"
"Tassieite","NaCa2Mg3Fe2+2Fe3+(PO4)6·2H2O","5547","Antarctica"
"Tatarinovite","Ca3Al(S6+O4)[B(OH)4](OH)6·12H2O","6455","Russia"
"Tatarskite","Ca6Mg2(S6+O4)2(CO3)2(OH)4Cl4·7H2O","4322","Russia"
"Tatyanaite","(Pt,Pd,Cu)9Cu3Sn4","4323","Russia"
"Tausonite","SrTi4+O3","4324","Russia"
"Tavagnascoite","Bi3+4O4(S6+O4)(OH)2","6397","Italy"
"Tavorite","LiFe3+PO4(OH)","4325","Brazil"
"Tazheranite","(Zr4+,Ti4+,Ca)(O,[box])2","4326","Russia"
"Tazieffite","Pb2+20Cd2+2(As3+,Bi3+)22S2-50Cl10","5671","Russia"
"Tazzoliite","Ba2CaSr0.5Na0.5Ti4+2Nb5+3SiO17[PO2(OH)2]0.5","5946","Italy"
"Teallite","PbSnS2","4327","Bolivia"
"Tedhadleyite","Hg2+Hg1+10O4I1-2(Cl,Br1-)2","4328","USA"
"Teepleite","Na2B(OH)4Cl","4329","USA"
"Tegengrenite","(Mn3+0.5Sb5+0.5)Mg2O4","4330","Sweden"
"Teineite","Cu2+Te4+O3·2H2O","4331","Japan"
"Telargpalite","(Pd,Ag)3Te","4332","Russia"
"Tellurantimony","Sb3+2Te2-3","4333","Canada"
"Tellurite","Te4+O2","4334","Romania"
"Tellurium","Te","4335","Romania"
"Tellurobismuthite","Bi3+2Te2-3","4336","USA"
"Tellurohauchecornite","Ni9BiTeS8","4337","Canada"
"Telluromandarinoite","Fe3+2(Te4+O3)3·6H2O","5943","Chile"
"Telluronevskite","Bi3TeSe2","4338","Slovakia"
"Telluropalladinite","Pd9Te4","4339","USA"
"Telluroperite","Pb2+3Te4+O4Cl2","5773","USA"
"Telyushenkoite","CsNa6Be2Al3Si15O39F2","4340","Tajikistan"
"Temagamite","Pd3HgTe3","4341","Canada"
"Tengchongite","Ca(U6+O2)6(Mo6+O4OH)2O2(OH)4·9H2O","4342","China"
"Tengerite-(Y)","Y2(CO3)3·2-3H2O","4343","Sweden"
"Tennantite-(Cd)","Cu1+6(Cu1+4Cd2+2)As3+4S2-13","7191","Bolivia"
"Tennantite-(Cu)","Cu1+6(Cu1+4Cu2+2)As3+4S2-13","7110","Peru"
"Tennantite-(Fe)","Cu1+6(Cu1+4Fe2+2)As3+4S2-13","4344","United Kingdom"
"Tennantite-(Hg)","Cu1+6(Cu1+4Hg2+2)As3+4S2-13","7077","Switzerland"
"Tennantite-(Ni)","Cu1+6(Cu1+4Ni2+2)As3+4S2-13","7131","China"
"Tennantite-(Zn)","Cu1+6(Cu1+4Zn2+2)As3+4S2-13","6918","Switzerland"
"Tenorite","Cu2+O","4345","Italy"
"Tephroite","Mn2+2SiO4","4346","USA"
"Terlinguacreekite","Hg2+3O2Cl2","5278","USA"
"Terlinguaite","Hg2OCl","4347","USA"
"Ternesite","Ca5(SiO4)2(S6+O4)","4348","Germany"
"Ternovite","MgNb5+4O11·8-12H2O","4349","Russia"
"Terranovaite","NaCaAl3Si17O40·~8H2O","4350","Antarctica"
"Terrywallaceite","Ag1+Pb2+(Sb3+,Bi3+)3S2-6","5874","Peru"
"Terskite","Na4Zr4+Si6O14(OH)4","4351","Russia"
"Tertschite","Ca4B10O19·20H2O","4352","Turkey"
"Teruggite","Ca4Mg[As5+B6O11(OH)6]2·14H2O","4353","Argentina"
"Teschemacherite","(N3-H4)HCO3","4354","South Africa"
"Tetra-auricupride","CuAu","4356","China"
"Tetradymite","Bi3+2Te2-2S2-","4359","Slovakia"
"Tetraferriannite","KFe2+3(Si3Fe3+)O10(OH)2","4357","Australia"
"Tetraferriphlogopite","KMg3(Si3Fe3+)O10(OH)2","4358","Russia"
"Tetraferroplatinum","PtFe","4360","South Africa"
"Tetrahedrite-(Fe)","Cu1+6(Cu1+4Fe2+2)Sb3+4S2-13","6919","Italy"
"Tetrahedrite-(Hg)","Cu1+6(Cu1+4Hg2+2)Sb3+4S2-13","6921","Italy / Czech Republic / Slovakia"
"Tetrahedrite-(Mn)","Cu1+6(Cu1+4Mn2+2)Sb3+4S2-13","7201","Japan"
"Tetrahedrite-(Ni)","Cu1+6(Cu1+4Ni2+2)Sb3+4S2-13","7141","China"
"Tetrahedrite-(Zn)","Cu1+6(Cu1+4Zn2+2)Sb3+4S2-13","4361","Germany"
"Tetrarooseveltite","Bi3+As5+O4","4362","Czech Republic"
"Tetrataenite","FeNi","4363","USA (meteorite)"
"Tetrawickmanite","Mn2+Sn4+(OH)6","4364","USA"
"Tewite","(K1.5[box]0.5)(Te2+1.25W0.25[box]0.5)2W6+5O19","6350","China"
"Thadeuite","CaMg3(PO4)2(OH)2","4365","Portugal"
"Thalcusite","Tl1+2(Cu1+,Cu2+,Fe2+)4S2-4","4366","Russia"
"Thalénite-(Y)","Y3+3Si3O10F","4367","Sweden"
"Thalfenisite","Tl6(Fe,Ni)25S26Cl","4368","Russia"
"Thalhammerite","Pd9Ag2Bi2S4","6737","Russia"
"Thalliomelane","Tl1+Mn4+7.5Cu2+0.5O16","6943","Poland"
"Thalliumpharmacosiderite","Tl1+Fe3+4[(As5+O4)3(OH)4]·4H2O","6293","North Macedonia"
"Thaumasite","Ca3Si(OH)6(S6+O4)(CO3)·12H2O","4369","Sweden"
"Thebaite-(NH<sub>4</sub>)","(N3-H4)3Al((C2)6+O4)(PO3OH)2(H2O)","7088","USA"
"Theisite","Cu2+5Zn2+5As5+2O8(OH)14","4370","USA"
"Thénardite","Na2S6+O4","4371","Spain"
"Theoparacelsite","Cu2+3(OH)2As5+2O7(OH)2","4372","France"
"Theophrastite","Ni2+(OH)2","4373","Greece"
"Therasiaite","(N3-H4)3KNa2Fe2+Fe3+(S6+O4)3Cl5","6214","Italy"
"Thérèsemagnanite","NaCo2+4(S6+O4)(OH)6Cl·6H2O","4374","France"
"Thermaerogenite","Cu2+Al2O4","6766","Russia"
"Thermessaite","K2AlF3(S6+O4)","5631","Italy"
"Thermessaite-(NH<sub>4</sub>)","(N3-H4)2AlF3(S6+O4)","6025","Italy"
"Thermonatrite","Na2CO3·H2O","4375","Russia"
"Thomasclarkite-(Y)","NaY(HCO3)(OH)3·4H2O","4376","Canada"
"Thometzekite","Pb2+Cu2+2(As5+O4)2·2H2O","4377","Namibia"
"Thomsenolite","NaCaAlF6·H2O","4378","Denmark (Greenland)"
"Thomsonite-Ca","NaCa2(Al5Si5)O20·6H2O","4379","United Kingdom"
"Thomsonite-Sr","NaSr2Al5Si5O20·6-7H2O","4380","Japan"
"Thorasphite","Th2H(PO4,AsO4)3·6H2O","6713","Australia"
"Thorbastnäsite","ThCa(CO3)2F2·3H2O","4381","Russia"
"Thoreaulite","Sn2+Ta2O6","4382","Democratic Republic of the Congo"
"Thorianite","ThO2","4383","Sri Lanka"
"Thorikosite","Pb2+3O3Sb3+(OH)Cl2","4384","Greece"
"Thorite","ThSiO4","4385","Norway"
"Thornasite","Na12Th3(Si8O19)4·18H2O","4386","Canada"
"Thorneite","Pb2+6(Te6+2O10)(CO3)Cl2·H2O","5751","USA"
"Thorosteenstrupine","(Ca,Th4+,Mn2+,Mn3+)3Si4O11F·6H2O","4388","Russia"
